BindingDB_ID,chEMBL_ID,Ki_nM,IC50_nM,Kd_nM,EC50_nM,Molecule_name,Molecule_type,Molecular_formula,Molecular_weight,Synonyms,IN_ID,chEMBL_URL
BDBM50173609,CHEMBL363648,,200.0,,,TAK715,Small molecule,C24H21N3OS,399.52,TAK-715,IN666,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL363648.png?bgColor=white
BDBM15459,CHEMBL303144,,0.1,,,L790070,Small molecule,C29H30F3N5,505.59,L-790070,IN667,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL303144.png?bgColor=white
BDBM50236473,CHEMBL258202,,1.5,,,BMS640994,Small molecule,C17H22N4O2S,346.46,BMS-640994,IN668,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL258202.png?bgColor=white
BDBM50266947,CHEMBL514201,,98.0,,,TALMAPIMOD,Small molecule,C27H30ClFN4O3,513.01,"SCIO-469, Talmapimod",IN669,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL514201.png?bgColor=white
BDBM50315123,CHEMBL1090173,,3450.0,,,SD0006,Small molecule,C20H20ClN5O2,397.87,SD-0006,IN670,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1090173.png?bgColor=white
BDBM50314073,CHEMBL1088751,40.0,,,,PH797804,Small molecule,C22H19BrF2N2O3,477.31,"PH-797804, PHA-797804",IN671,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1088751.png?bgColor=white
BDBM50361467,CHEMBL1938400,,23.0,,,PF03715455,Small molecule,C35H34ClN7O3S2,700.29,PF-03715455,IN672,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1938400.png?bgColor=white
BDBM50153835,CHEMBL186526,,2000.0,,,ZM336372,Small molecule,C23H23N3O3,389.46,ZM-336372,IN673,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL186526.png?bgColor=white
BDBM50396845,CHEMBL2170294,,36.0,,,AS1940477,Small molecule,C24H22FN5O2,431.47,AS1940477,IN674,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2170294.png?bgColor=white
BDBM50303597,CHEMBL585902,,7736.0,,,AMG548,Small molecule,C29H27N5O,461.57,AMG-548,IN675,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL585902.png?bgColor=white
BDBM13338,CHEMBL195467,,1000000.0,,,3-Benzyloxy-Pyridine,Small molecule,C12H11NO,185.23,3-(Benzyloxy)Pyridine,IN676,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL195467.png?bgColor=white
BDBM14832,CHEMBL313417,,,180.0,,SK&F-86002,Small molecule,C16H12FN3S,297.36,"SK-86002, SKF-86002-A2, SKF-86002A2",IN677,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL313417.png?bgColor=white
BDBM15237,CHEMBL96741,,160.0,,,SB216995,Small molecule,C18H16FN3,293.35,SB-216995,IN678,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL96741.png?bgColor=white
BDBM15238,CHEMBL590753,,25.0,,,SB218655,Small molecule,C17H16FN5,309.35,SB-218655,IN679,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL590753.png?bgColor=white
BDBM15414,CHEMBL194322,,5.0,,,CP808844,Small molecule,C18H15FN4O,322.34,CP-808844,IN680,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL194322.png?bgColor=white
BDBM15457,CHEMBL115769,,52.0,,,RWJ68354,Small molecule,C19H15FN4O,334.35,RWJ-68354,IN681,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL115769.png?bgColor=white
BDBM15754,CHEMBL203567,,700.0,,,RO3201195,Small molecule,C19H18FN3O4,371.37,Ro-3201195,IN682,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL203567.png?bgColor=white
BDBM19430,CHEMBL237606,,50.0,,,SC806,Small molecule,C19H20ClN5,353.86,SC-806,IN683,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL237606.png?bgColor=white
BDBM25990,CHEMBL269985,80.0,,,,GW701032X,Small molecule,C25H23N3O3,413.48,GW701032X,IN684,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL269985.png?bgColor=white
BDBM25991,CHEMBL402108,100.0,,,,GW708893X,Small molecule,C24H20ClN3O2,417.9,GW708893X,IN685,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL402108.png?bgColor=white
BDBM26006,CHEMBL257113,2500.0,,,,GW734508X,Small molecule,C20H19N3O2,333.39,GW734508X,IN686,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL257113.png?bgColor=white
BDBM50099331,CHEMBL279416,,,12.0,,VK19911,Small molecule,C19H19FN4,322.39,VK-19911,IN687,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL279416.png?bgColor=white
BDBM23413,CHEMBL350958,,27800.0,,,APIGENIN DIMETHYLETHER,Small molecule,C17H14O5,298.29,NSC-94547,IN688,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL350958.png?bgColor=white
BDBM50241084,CHEMBL214321,,33600.0,,,CHRYSOERIOL,Small molecule,C16H12O6,300.27,"Chrysoeril, Chrysoeriol",IN689,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL214321.png?bgColor=white
BDBM50064896,CHEMBL78010,,32400.0,,,PECTOLINARIGENIN,Small molecule,C17H14O6,314.29,NSC-106403,IN690,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL78010.png?bgColor=white
BDBM23418,CHEMBL399121,,54600.0,,,HESPERETIN,Small molecule,C16H14O6,302.28,NSC-57654,IN691,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL399121.png?bgColor=white
BDBM50005201,CHEMBL1256391,,165400.0,,,PIRFENIDONE,Small molecule,C12H11NO,185.23,"AMR-69, Pirfenidone, Esbriet",IN692,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1256391.png?bgColor=white
BDBM50298220,CHEMBL226838,,590.0,,,SB505124,Small molecule,C20H21N3O2,335.41,SB-505124,IN693,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL226838.png?bgColor=white
BDBM50252542,CHEMBL492634,,480.0,,,IN1130,Small molecule,C25H20N6O,420.48,IN-1130,IN694,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL492634.png?bgColor=white
BDBM50099334,CHEMBL417804,,25.0,,,SB251527,Small molecule,C25H24FN5O2,445.5,SB-251527,IN695,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL417804.png?bgColor=white
BDBM50099335,CHEMBL275666,,132.0,,,SB253226,Small molecule,C25H21F4N5O,483.47,SB-253226,IN696,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL275666.png?bgColor=white
BDBM50099337,CHEMBL13972,,177.0,,,SB242721,Small molecule,C25H21FN6O,440.48,SB-242721,IN697,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL13972.png?bgColor=white
BDBM50099336,CHEMBL418348,,650.0,,,SB254169,Small molecule,C25H24FN5O3S,493.56,SB-254169,IN698,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL418348.png?bgColor=white
BDBM50099338,CHEMBL273611,,23.0,,,SB250715,Small molecule,C25H22FN5O3,459.48,SB-250715,IN699,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL273611.png?bgColor=white
BDBM50099340,CHEMBL275200,,79.0,,,SB278538,Small molecule,C28H30FN5O,471.58,SB-278538,IN700,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL275200.png?bgColor=white
BDBM50072402,CHEMBL274863,,480.0,,,SB216385,Small molecule,C20H23FN6O,382.44,SB-216385,IN701,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL274863.png?bgColor=white
BDBM50099346,CHEMBL14014,,95.0,,,SB251505,Small molecule,C24H21F2N5O,433.46,SB-251505,IN702,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL14014.png?bgColor=white
BDBM50099350,CHEMBL275724,,90.0,,,SB242718,Small molecule,C25H23FN6O2,458.5,SB-242718,IN703,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL275724.png?bgColor=white
BDBM50053424,CHEMBL14112,,1300.0,,,SB210313,Small molecule,C21H23FN4O,366.44,SB-210313,IN704,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL14112.png?bgColor=white
BDBM50099359,CHEMBL13868,,130.0,,,SB245392,Small molecule,C30H26FN5O2,507.57,SB-245392,IN705,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL13868.png?bgColor=white
BDBM50099362,CHEMBL269450,,300.0,,,SB242717,Small molecule,C24H21F2N5O,433.46,SB-242717,IN706,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL269450.png?bgColor=white
BDBM50099366,CHEMBL275168,,114.0,,,SB278539,Small molecule,C24H21ClFN5O,449.92,SB-278539,IN707,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL275168.png?bgColor=white
BDBM50099373,CHEMBL428877,,7.4,,,SB242719,Small molecule,C26H26FN5O,443.53,SB-242719,IN708,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL428877.png?bgColor=white
BDBM50099374,CHEMBL275798,,19.0,,,SB239272,Small molecule,C24H22FN5O,415.47,SB-239272,IN709,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL275798.png?bgColor=white
BDBM50105741,CHEMBL95502,,58.0,,,SB221466,Small molecule,C22H27FN6,394.5,SB-221466,IN710,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL95502.png?bgColor=white
BDBM50105744,CHEMBL330422,,53.0,,,SB226879,Small molecule,C21H25FN6O,396.47,SB-226879,IN711,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL330422.png?bgColor=white
BDBM50105746,CHEMBL318892,,3.0,,,SB236687,Small molecule,C25H25FN6,428.52,SB-236687,IN712,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL318892.png?bgColor=white
BDBM50105750,CHEMBL95207,,86.0,,,SB220455,Small molecule,C19H21FN6,352.42,SB-220455,IN713,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL95207.png?bgColor=white
BDBM50326219,CHEMBL1242950,1000.0,,,,AC42,Small molecule,C20H31NO,301.47,AC-42,IN714,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1242950.png?bgColor=white
BDBM50114690,CHEMBL111456,,4000.0,,,ML3163,Small molecule,C22H18FN3OS2,423.54,ML-3163,IN715,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL111456.png?bgColor=white
BDBM50119524,CHEMBL113419,,630.0,,,ML3375,Small molecule,C15H12FN3S,285.35,ML-3375,IN716,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL113419.png?bgColor=white
BDBM21492,CHEMBL261454,,740.0,,,LY364947,Small molecule,C17H12N4,272.31,HTS-466284,IN717,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL261454.png?bgColor=white
BDBM50072064,CHEMBL416146,,530.0,,,ETORICOXIB,Small molecule,C18H15ClN2O2S,358.85,"Etoricoxib, MK-0663, Arcoxia",IN718,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL416146.png?bgColor=white
BDBM50173166,CHEMBL371720,,46.0,,,SB227931,Small molecule,C24H20IN7O,549.38,SB-227931,IN719,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL371720.png?bgColor=white
BDBM50262865,CHEMBL477583,15.0,,,,GW743024X,Small molecule,C23H22N2O3,374.44,GW743024X,IN720,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL477583.png?bgColor=white
BDBM50263168,CHEMBL476351,4.4,,,,GW775608X,Small molecule,C28H30N4O3,470.57,GW775608X,IN721,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL476351.png?bgColor=white
BDBM50263129,CHEMBL477182,1.9,,,,GW769076X,Small molecule,C28H30N4O2,454.57,GW769076X,IN722,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL477182.png?bgColor=white
BDBM50263021,CHEMBL479038,,16000.0,,,GW806776X,Small molecule,C21H22N2O2,334.42,GW806776X,IN723,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL479038.png?bgColor=white
BDBM50262818,CHEMBL516908,,450.0,,,GW796920X,Small molecule,C23H26N2O2,362.47,GW796920X,IN724,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL516908.png?bgColor=white
BDBM50262783,CHEMBL476534,,1700.0,,,TCMDC138709,Small molecule,C23H26N2O2,362.47,TCMDC-138709,IN725,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL476534.png?bgColor=white
BDBM50262780,CHEMBL517666,,1100.0,,,GW796921X,Small molecule,C21H24N2O2,336.44,GW796921X,IN726,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL517666.png?bgColor=white
BDBM50262617,CHEMBL517507,,850.0,,,GW782912X,Small molecule,C23H26N2O2,362.47,GW782912X,IN727,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL517507.png?bgColor=white
BDBM50262616,CHEMBL477979,,2500.0,,,GW785974X,Small molecule,C22H26N2O2,350.46,GW785974X,IN728,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL477979.png?bgColor=white
BDBM50262615,CHEMBL477978,,8800.0,,,GW782907X,Small molecule,C25H30N2O2,390.53,GW782907X,IN729,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL477978.png?bgColor=white
BDBM50015640,CHEMBL2364611,,405.0,,,GALUNISERTIB,Small molecule,C22H19N5O,369.43,"LY-2157299, Galunisertib",IN730,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2364611.png?bgColor=white
BDBM50257103,CHEMBL474804,,100000.0,,,BI87D11,Small molecule,C11H7N3O3S3,325.4,BI-87D11,IN731,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL474804.png?bgColor=white
BDBM50257184,CHEMBL493539,,100000.0,,,BI87G3,Small molecule,C10H5N3O2S3,295.37,BI-87G3,IN732,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL493539.png?bgColor=white
BDBM25198,CHEMBL237347,,500.0,,,GW559768X,Small molecule,C17H16N2O3S,328.39,GW559768X,IN733,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL237347.png?bgColor=white
BDBM3085,CHEMBL327127,,140.0,,,PD166326,Small molecule,C21H16Cl2N4O2,427.29,"PD-166326, PD-0166326",IN734,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL327127.png?bgColor=white
BDBM6569,CHEMBL574059,,50.0,,,PD0173956,Small molecule,C20H13Cl2FN4O,415.26,PD-0173956,IN735,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL574059.png?bgColor=white
BDBM50314072,CHEMBL1088750,,4.5,,,ARRY797,Small molecule,C22H26F2N4O2,416.47,"ARRY-371797, ARRY-797",IN736,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1088750.png?bgColor=white
BDBM50318050,CHEMBL1095447,,680.0,,,SC25028,Small molecule,C19H16BrNO2,370.25,SC-25028,IN737,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1095447.png?bgColor=white
BDBM50310984,CHEMBL1078665,,59.0,,,PHA745052,Small molecule,C23H23BrF2N2O2,477.35,PHA-745052,IN738,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1078665.png?bgColor=white
BDBM50327009,CHEMBL1230065,,13.0,,,BMS582949,Small molecule,C22H26N6O2,406.49,"BMS-582949, PS-540446",IN739,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1230065.png?bgColor=white
BDBM50260057,CHEMBL485460,,39160.0,,,4'-O-Methylepigallocatechin,Small molecule,C16H16O7,320.3,Ouratea-Catechin,IN740,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL485460.png?bgColor=white
BDBM50345779,CHEMBL1785002,,134.0,,,SB264865,Small molecule,C26H25FN6O2,472.52,SB-264865,IN741,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1785002.png?bgColor=white
BDBM50345780,CHEMBL1785003,,151.0,,,SB264866,Small molecule,C27H27FN6O2,486.55,SB-264866,IN742,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1785003.png?bgColor=white
BDBM50345781,CHEMBL1785004,,209.0,,,SB253228,Small molecule,C24H20F3N5O,451.45,SB-253228,IN743,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1785004.png?bgColor=white
BDBM50350909,CHEMBL1650061,,630957.0,,,2-Anilinopyrimidine,Small molecule,C10H9N3,171.2,2-Anilinopyrimidine,IN744,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1650061.png?bgColor=white
BDBM50184872,CHEMBL202887,,7280.0,,,GW788388,Small molecule,C25H23N5O2,425.49,GW788388,IN745,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL202887.png?bgColor=white
BDBM50130665,CHEMBL111364,,380.0,,,ML3403,Small molecule,C23H21FN4S,404.51,ML-3403,IN746,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL111364.png?bgColor=white
BDBM50265325,CHEMBL495902,87.0,,,,GW820759X,Small molecule,C18H17N3O,291.35,GW820759X,IN747,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL495902.png?bgColor=white
BDBM50295553,CHEMBL190333,,1000.0,,,RWJ67657,Small molecule,C27H24FN3O,425.51,RWJ-67657,IN748,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL190333.png?bgColor=white
BDBM50209771,CHEMBL388582,,0.74,,,Dihydro-Quinolinone,Small molecule,C9H9NO,147.18,Dihydro-Quinolinone,IN749,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL388582.png?bgColor=white
BDBM50384367,CHEMBL2031465,,16.0,,,AZD6703,Small molecule,C24H27N5O2,417.51,"AZD-6703, AZ-12012199",IN750,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2031465.png?bgColor=white
BDBM50392175,CHEMBL2152944,,40.0,,,Skepinone-L,Small molecule,C24H21F2NO4,425.43,Skepinone-L,IN751,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2152944.png?bgColor=white
BDBM50365216,CHEMBL1956070,,100000000.0,,,Ro0505124,Small molecule,C23H25N5O3S,451.55,Ro-0505124,IN752,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1956070.png?bgColor=white
BDBM50365217,CHEMBL1956069,,100000000.0,,,Ro0506220,Small molecule,C24H29N5O2S,451.6,Ro-0506220,IN753,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1956069.png?bgColor=white
BDBM26057,CHEMBL508280,,500.0,,,BI78D3,Small molecule,C13H9N5O5S2,379.38,BI-78D3,IN754,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL508280.png?bgColor=white
BDBM27808,CHEMBL505915,,1585.0,,,GSK1751853A,Small molecule,C31H36FN9O3,601.69,GSK1751853A,IN755,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL505915.png?bgColor=white
BDBM27791,CHEMBL517171,,3981.0,,,GSK1713088A,Small molecule,C28H31ClFN7O3,568.05,GSK1713088A,IN756,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL517171.png?bgColor=white
BDBM27793,CHEMBL511765,,1995.0,,,GSK2213727A,Small molecule,C25H27FN8O3,506.54,GSK2213727A,IN757,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL511765.png?bgColor=white
BDBM27795,CHEMBL467581,,10000.0,,,GSK2219385A,Small molecule,C26H29FN8O3,520.57,GSK2219385A,IN758,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL467581.png?bgColor=white
BDBM50310143,CHEMBL599110,,9100.0,,,BI90H8,Small molecule,C13H11N5O3S3,381.46,BI-90H8,IN759,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL599110.png?bgColor=white
BDBM50310144,CHEMBL601476,,10000.0,,,BI90H5,Small molecule,C10H11N5O3S3,345.43,BI-90H5,IN760,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL601476.png?bgColor=white
BDBM50310145,CHEMBL599519,,100000.0,,,BI90G12,Small molecule,C7H7N5O2S3,289.37,BI-90G12,IN761,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL599519.png?bgColor=white
BDBM50118826,CHEMBL102301,,30000.0,,,KN734,Small molecule,C23H25N5O4S,467.55,KN734,IN762,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL102301.png?bgColor=white
BDBM50392854,CHEMBL1980140,,2500.0,,,(+)-zuonin A,Small molecule,C20H20O5,340.38,(+)-zuonin A,IN763,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1980140.png?bgColor=white
BDBM50392858,CHEMBL1189513,,13500.0,,,FURALTADONE,Small molecule,C13H16N4O6,324.29,"Furaltadone, Nitrofurmethone",IN764,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1189513.png?bgColor=white
BDBM50112321,CHEMBL407206,,,,0.68,MiniANP,Protein,C75H117N27O19S4,1829.2,Mintanp,IN765,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL407206.png?bgColor=white
BDBM50230986,CHEMBL2104386,,,,0.1,CARPERITIDE,Protein,C127H203N45O39S3,3080.5,"SUN-4936, Carperitide",IN766,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2104386.png?bgColor=white
BDBM50228178,CHEMBL428843,,100.0,,,S-Fggridrigaqsglg-Nsfry,Protein,C98H152N32O30,2258.49,S-Fggridrigaqsglg-Nsfry,IN767,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL428843.png?bgColor=white
BDBM50228183,CHEMBL266828,,100.0,,,DRIGAQSGLGCNSFRY,Protein,C73H114N24O24S,1743.93,Drigaqsglgcnsfry,IN768,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL266828.png?bgColor=white
BDBM104936,CHEMBL464238,,21.0,,,PF04622664,Small molecule,C18H18F3IN2O5,526.25,PF-04622664,IN769,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL464238.png?bgColor=white
BDBM50338038,CHEMBL1614766,,8.8,,,RO4987655,Small molecule,C20H19F3IN3O5,565.29,"CH-4987655, Ro-4987655",IN770,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1614766.png?bgColor=white
BDBM50222709,CHEMBL244488,,2.0,,,PD0316684,Small molecule,C15H12F3IN2O3,452.17,PD-0316684,IN771,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL244488.png?bgColor=white
BDBM50014412,CHEMBL2107832,,1.8,,,PIMASERTIB,Small molecule,C15H15FIN3O3,431.21,"MSC-1936369B, Pimasertib, EMD 1036239 , AS-703026, MSC1936369A,  AS703026,  EMD 1036239",IN772,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2107832.png?bgColor=white
BDBM50337926,CHEMBL1615025,,6.9,,,TAK733,Small molecule,C17H15F2IN4O4,504.23,TAK-733,IN773,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1615025.png?bgColor=white
BDBM27879,CHEMBL401930,,182.0,,,BMS536924,Small molecule,C25H26ClN5O3,479.97,BMS-536924,IN774,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL401930.png?bgColor=white
BDBM50391802,CHEMBL2146883,,4.2,,,COBIMETINIB,Small molecule,C21H21F3IN3O2,531.32,"RG-7420, Cobimetinib, RG-7421, GDC-0973, XL-518, Cotellic",IN775,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2146883.png?bgColor=white
BDBM50375656,CHEMBL435734,,1.0,,,ARCTIGENIN,Small molecule,C21H24O6,372.42,"Arctigenin, (-)-Arctigenin",IN776,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL435734.png?bgColor=white
BDBM6190,CHEMBL189584,,50000.0,,,PD173074,Small molecule,C28H41N7O3,523.68,PD-173074,IN777,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL189584.png?bgColor=white
BDBM50097398,CHEMBL449216,,,2000.0,,HTS9026,Small molecule,C9H8N4O,188.19,HTS-9026,IN778,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL449216.png?bgColor=white
BDBM29673,CHEMBL172439,,42000.0,,,SLAZINIC ACID,Small molecule,C18H12O10,388.28,NSC-87509,IN779,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL172439.png?bgColor=white
BDBM50056939,CHEMBL176570,,125000.0,,,PSOROMIC ACID,Small molecule,C18H14O8,358.3,NSC-92186,IN780,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL176570.png?bgColor=white
BDBM50056904,CHEMBL171637,,250000.0,,,PHYSODIC ACID,Small molecule,C26H30O8,470.52,NSC-685589,IN781,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL171637.png?bgColor=white
BDBM24947,CHEMBL460989,,1582.0,,,CEP5104,Small molecule,C25H22N2O3,398.46,CEP-5104,IN782,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL460989.png?bgColor=white
BDBM24949,CHEMBL460990,,1855.0,,,CEP6331,Small molecule,C27H26N2O3,426.52,CEP-6331,IN783,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL460990.png?bgColor=white
BDBM24942,CHEMBL290352,,51.0,,,CEP1347,Small molecule,C33H33N3O5S2,615.78,"KT-1575, CEP-1347",IN784,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL290352.png?bgColor=white
BDBM50399540,CHEMBL1230609,,,340.0,,FORETINIB,Small molecule,C34H34F2N4O6,632.66,"GSK1363089, GSK-1363089, GSK1363089G, GSK089, XL-880, Foretinib, EXEL-2880",IN785,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1230609.png?bgColor=white
BDBM50322995,CHEMBL1210769,,51000.0,,,"Isoquinoline-1,3(2H,4H)-dione",Small molecule,C9H7NO2,161.16,"Isoquinoline-1,3(2H,4H)-dione",IN786,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1210769.png?bgColor=white
BDBM50012070,CHEMBL295316,,100000.0,,,PLUMBAGIN,Small molecule,C11H8O3,188.18,plumbagin,IN787,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL295316.png?bgColor=white
BDBM50212258,CHEMBL3916717,,5.0,,,SELONSERTIB,Small molecule,C24H24FN7O,445.5,"Selonsertib, GS-4997",IN788,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL3916717.png?bgColor=white
BDBM50347544,CHEMBL1099228,,10000.0,,,ZEAENOL,Small molecule,C19H24O7,364.39,Zeaenol,IN789,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1099228.png?bgColor=white
BDBM50129126,CHEMBL1801950,,1300.0,,,(5E)-7-Oxozeaenol,Small molecule,C19H22O7,362.38,(5E)-7-Oxozeaenol,IN790,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1801950.png?bgColor=white
BDBM50129131,CHEMBL471474,,33.0,,,HYPOTHEMYCIN,Small molecule,C19H22O8,378.38,Hypothemycin,IN791,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL471474.png?bgColor=white
BDBM50368125,CHEMBL14830,,,4100.0,,ADENOSINE DIPHOSPHATE,Small molecule,C10H15N5O10P2,427.2,ADP,IN792,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL14830.png?bgColor=white
BDBM50358204,CHEMBL1922094,,232.0,,,APITOLISIB,Small molecule,C23H30N8O3S,498.61,"Apitolisib, GDC-0980, GDC-0980.1, G-038390.1, G-038390, RG-7422",IN793,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1922094.png?bgColor=white
BDBM50056938,CHEMBL175266,,,,30000.0,NSC66209,Small molecule,C14H10O5,258.23,NSC-66209,IN794,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL175266.png?bgColor=white
BDBM51805,CHEMBL532160,,,,2230.0,TCMDC125587,Small molecule,C26H26ClN3O3S,496.03,TCMDC-125587,IN795,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL532160.png?bgColor=white
