Inhibitor,Ki_nM,IC50_nM,Kd_nM,EC50_nM,POC,Source,IMG_URL,ID_IN
CHEMBL1096089,n/a,38,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50318110.png,IN0016407
3-CYANOQUINOLINE 22,n/a,3880,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00028097.png,IN0016408
CHEMBL555675,n/a,39,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50293549.png,IN0016409
CHEMBL1809056,n/a,39,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50349713.png,IN0016410
CHEMBL397666,n/a,390,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50206120.png,IN0016411
3-CYANOQUINOLINE 18,n/a,394,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00028093.png,IN0016412
46-BIS-ANILINO-1H-PYRROLO[23-D]PYRIMIDINE 20,n/a,4,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00027836.png,IN0016413
CHEMBL500003,n/a,4,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50256468.png,IN0016414
CHEMBL454796,n/a,4,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50256476.png,IN0016415
CHEMBL564255,n/a,4,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50293540.png,IN0016416
CHEMBL542008,n/a,4,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50293541.png,IN0016417
CHEMBL577385,n/a,4,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50299145.png,IN0016418
CHEMBL1667947,n/a,4,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50336329.png,IN0016419
CHEMBL1809073,n/a,4,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50349704.png,IN0016420
CHEMBL1809058,n/a,4,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50349715.png,IN0016421
CHEMBL502778,n/a,40,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50252299.png,IN0016422
CHEMBL575669,n/a,40,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50299141.png,IN0016423
CHEMBL1760052,n/a,40,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50340138.png,IN0016424
CHEMBL1809200,n/a,40,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50349780.png,IN0016425
CHEMBL458660,n/a,400,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50266333.png,IN0016426
CHEMBL590022,n/a,400,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50308349.png,IN0016427
CHEMBL440964,n/a,4000,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50209379.png,IN0016428
CHEMBL1796183,n/a,4000,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50346830.png,IN0016429
2-AMINOBENZOXAZOLE 22,n/a,4010,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00017697.png,IN0016430
CHEMBL575888,n/a,41,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50299138.png,IN0016431
CHEMBL1097982,n/a,41,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50318108.png,IN0016432
CHEMBL1760033,n/a,41,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50340119.png,IN0016433
CHEMBL1760054,n/a,41,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50340140.png,IN0016434
CHEMBL1809054,n/a,41,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50349711.png,IN0016435
CHEMBL1077325,n/a,410,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50313563.png,IN0016436
CHEMBL1762150,n/a,410,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50340516.png,IN0016437
CHEMBL1796181,n/a,4100,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50346828.png,IN0016438
ISOQUINOLINEDIONE 6,n/a,4140,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00028051.png,IN0016439
CHEMBL1256422,n/a,415,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50327968.png,IN0016440
CHEMBL1078991,n/a,42,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50313561.png,IN0016441
ISOQUINOLINEDIONE 12,n/a,4200,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00028057.png,IN0016442
CHEMBL605957,n/a,4241,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50309548.png,IN0016443
CHEMBL429664,n/a,429,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50219369.png,IN0016444
CHEMBL1762176,n/a,43,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50340500.png,IN0016445
CHEMBL392031,n/a,430,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50206141.png,IN0016446
PYRROLE ANALOGUE 7,n/a,4300,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00015017.png,IN0016447
ISOQUINOLINEDIONE 15,n/a,438,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00028060.png,IN0016448
CHEMBL425303,n/a,440,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50201130.png,IN0016449
CHEMBL513227,n/a,440,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50256413.png,IN0016450
CHEMBL462338,n/a,4400,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50248150.png,IN0016451
CHEMBL1796180,n/a,4400,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50346827.png,IN0016452
CHEMBL398399,n/a,4480,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50199633.png,IN0016453
3-CYANOQUINOLINE 25,n/a,45,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00028100.png,IN0016454
CHEMBL482089,n/a,45,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50252144.png,IN0016455
CHEMBL482126,n/a,45,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50252293.png,IN0016456
CHEMBL1809060,n/a,45,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50349717.png,IN0016457
CHEMBL1809192,n/a,450,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50349771.png,IN0016458
CHEMBL1762163,n/a,4501,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50340487.png,IN0016459
CHEMBL1762175,n/a,453,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50340499.png,IN0016460
ISOQUINOLINEDIONE 5,n/a,455,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00028050.png,IN0016461
CHEMBL230042,n/a,46,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50209387.png,IN0016462
CHEMBL1762154,n/a,460,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50340520.png,IN0016463
3-CYANOQUINOLINE 38,n/a,47,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00028113.png,IN0016464
CHEMBL1762177,n/a,47,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50340501.png,IN0016465
CHEMBL231112,n/a,470,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50201120.png,IN0016466
CHEMBL231305,n/a,470,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50201134.png,IN0016467
CHEMBL257116,n/a,470,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50234504.png,IN0016468
CHEMBL1762162,n/a,4706,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50340486.png,IN0016469
CHEMBL1760037,n/a,48,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50340123.png,IN0016470
CHEMBL256276,n/a,480,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50234511.png,IN0016471
CHEMBL245370,n/a,4800,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50206121.png,IN0016472
CHEMBL502092,n/a,49,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50252294.png,IN0016473
CHEMBL553443,n/a,49,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50296355.png,IN0016474
CHEMBL1809207,n/a,49,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50349786.png,IN0016475
CHEMBL591022,n/a,4900,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50308362.png,IN0016476
CHEMBL1796185,n/a,4900,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50346832.png,IN0016477
CHEMBL1796188,n/a,4900,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50346835.png,IN0016478
ISOQUINOLINEDIONE 8,n/a,498,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00028053.png,IN0016479
46-BIS-ANILINO-1H-PYRROLO[23-D]PYRIMIDINE 1,n/a,5,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00027818.png,IN0016480
46-BIS-ANILINO-1H-PYRROLO[23-D]PYRIMIDINE 29,n/a,5,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00027843.png,IN0016481
46-BIS-ANILINO-1H-PYRROLO[23-D]PYRIMIDINE 33,n/a,5,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00027847.png,IN0016482
CHEMBL445498,n/a,5,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50265845.png,IN0016483
CHEMBL1667939,n/a,5,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50336321.png,IN0016484
CHEMBL1667941,n/a,5,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50336323.png,IN0016485
CHEMBL1667942,n/a,5,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50336324.png,IN0016486
CHEMBL1667945,n/a,5,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50336327.png,IN0016487
CHEMBL1809046,n/a,5,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50349689.png,IN0016488
CHEMBL1809072,n/a,5,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50349703.png,IN0016489
CHEMBL1809074,n/a,5,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50349705.png,IN0016490
CHEMBL1760040,n/a,5.2,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50340127.png,IN0016491
CHEMBL1222855,n/a,5.3,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50325430.png,IN0016492
46-BIS-ANILINO-1H-PYRROLO[23-D]PYRIMIDINE 14,n/a,50,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00027830.png,IN0016493
CHEMBL480966,n/a,50,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50252236.png,IN0016494
CHEMBL442388,n/a,500,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50130356.png,IN0016495
CHEMBL399225,n/a,51,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50219361.png,IN0016496
CHEMBL1809076,n/a,51,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50349707.png,IN0016497
CHEMBL248093,n/a,510,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50199625.png,IN0016498
CHEMBL402623,n/a,510,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50234515.png,IN0016499
CHEMBL230308,n/a,5100,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50209383.png,IN0016500
CHEMBL1094825,n/a,5150,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50316782.png,IN0016501
CHEMBL245407,n/a,518,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50199683.png,IN0016502
CHEMBL231110,n/a,520,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50201137.png,IN0016503
ISOQUINOLINEDIONE 27,n/a,5200,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00028072.png,IN0016504
CHEMBL589531,n/a,5200,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50308344.png,IN0016505
CHEMBL1254130,n/a,5200,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50326811.png,IN0016506
CHEMBL1088741,n/a,5210,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50313556.png,IN0016507
CHEMBL393517,n/a,526,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50199629.png,IN0016508
CHEMBL1809227,n/a,53,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50349767.png,IN0016509
CHEMBL231002,n/a,530,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50201125.png,IN0016510
CHEMBL230204,n/a,530,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50206136.png,IN0016511
CHEMBL392641,n/a,530,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50206150.png,IN0016512
CHEMBL231450,n/a,5300,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50201788.png,IN0016513
CHEMBL245567,n/a,5300,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50206146.png,IN0016514
CHEMBL390002,n/a,54,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50209385.png,IN0016515
ISOQUINOLINEDIONE 40,n/a,540,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00028085.png,IN0016516
CHEMBL245306,n/a,5400,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50206129.png,IN0016517
CHEMBL1762152,n/a,5400,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50340518.png,IN0016518
CHEMBL1760051,n/a,55,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50340137.png,IN0016519
CHEMBL1809226,n/a,55,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50349766.png,IN0016520
CHEMBL231509,n/a,550,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50209384.png,IN0016521
CHEMBL403218,n/a,550,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50234507.png,IN0016522
CHEMBL391868,n/a,554,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50199649.png,IN0016523
CHEMBL1255037,n/a,5600,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50326801.png,IN0016524
ISOQUINOLINEDIONE 37,n/a,566,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00028082.png,IN0016525
CHEMBL554350,n/a,57,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50293544.png,IN0016526
CHEMBL591252,n/a,57,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50308346.png,IN0016527
CHEMBL245368,n/a,570,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50206130.png,IN0016528
CHEMBL1762174,n/a,574,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50340498.png,IN0016529
CHEMBL240435,n/a,5780,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50199652.png,IN0016530
CHEMBL251326,n/a,58,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50219371.png,IN0016531
CHEMBL1760042,n/a,58,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50340129.png,IN0016532
CHEMBL1256424,n/a,584,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50327967.png,IN0016533
ISOQUINOLINEDIONE 16,n/a,5890,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00028061.png,IN0016534
CHEMBL391157,n/a,590,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50206143.png,IN0016535
CHEMBL391158,n/a,590,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50206151.png,IN0016536
CHEMBL510646,n/a,6,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50266297.png,IN0016537
CHEMBL572581,n/a,6,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50299146.png,IN0016538
CHEMBL1667948,n/a,6,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50336315.png,IN0016539
CHEMBL1667940,n/a,6,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50336322.png,IN0016540
CHEMBL1809045,n/a,6,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50349688.png,IN0016541
CHEMBL1809075,n/a,6,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50349706.png,IN0016542
46-BIS-ANILINO-1H-PYRROLO[23-D]PYRIMIDINE 31,n/a,6.3,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00027845.png,IN0016543
CHEMBL392788,n/a,60,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50199659.png,IN0016544
CHEMBL1809051,n/a,60,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50349694.png,IN0016545
CHEMBL1809055,n/a,60,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50349712.png,IN0016546
CHEMBL1809221,n/a,60,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50349787.png,IN0016547
3-CYANOQUINOLINE 12,n/a,600,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00028127.png,IN0016548
CHEMBL245952,n/a,600,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50212958.png,IN0016549
CHEMBL327725,n/a,6000,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50130355.png,IN0016550
CHEMBL560016,n/a,605,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50293529.png,IN0016551
CHEMBL392106,n/a,606,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50199635.png,IN0016552
TYRPHOSTIN DERIV. 24,n/a,61,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00004293.png,IN0016553
CHEMBL243946,n/a,61,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50308347.png,IN0016554
CHEMBL1094164,n/a,61,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50318111.png,IN0016555
ISOQUINOLINEDIONE 9,n/a,610,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00028054.png,IN0016556
CHEMBL1096717,n/a,62,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50318116.png,IN0016557
CHEMBL248292,n/a,6280,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50199657.png,IN0016558
ISOQUINOLINEDIONE 34,n/a,629,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00028079.png,IN0016559
CHEMBL402625,n/a,630,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50234514.png,IN0016560
CHEMBL589744,n/a,6300,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50308345.png,IN0016561
CHEMBL592665,n/a,6300,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50308352.png,IN0016562
CHEMBL400727,n/a,637,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50219364.png,IN0016563
CHEMBL249496,n/a,64,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50219356.png,IN0016564
CHEMBL554351,n/a,64,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50293551.png,IN0016565
CHEMBL591504,n/a,6400,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50308343.png,IN0016566
3-CYANOQUINOLINE 14,n/a,65,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD00028089.png,IN0016567
CHEMBL429299,n/a,65,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50219380.png,IN0016568
CHEMBL1254464,n/a,6500,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50326820.png,IN0016569
CHEMBL256495,n/a,66,n/a,n/a,n/a,BindingDB,http://gemdock.life.nctu.edu.tw/kidfammap/data/png/BindingDB/BD50234523.png,IN0016570
