chEMBL_ID,Molecule_name,Molecule_type,Molecular_formula,Molecular_weight,Synonyms
CHEMBL365297,GW827099X,Small molecule,C24H17FN6O2,440.44,GW827099X
CHEMBL186213,GW827105X,Small molecule,C24H17F3N6O,462.44,GW827105X
CHEMBL427159,GW827396X,Small molecule,C23H16F2N6O,430.42,GW827396X
CHEMBL188794,GW829115X,Small molecule,C24H16ClF3N6O,496.88,GW829115X
CHEMBL188257,GW827106X,Small molecule,C25H20N6O3,452.47,GW827106X
CHEMBL188784,GW828529X,Small molecule,C23H13F5N6,468.39,GW828529X
CHEMBL185939,GW828525X,Small molecule,C25H17F3N6O2,490.45,GW828525X
CHEMBL362155,GW827102X,Small molecule,C25H17F3N6O2,490.45,GW827102X
CHEMBL189148,GW829055X,Small molecule,C22H15ClN6,398.86,GW829055X
CHEMBL434729,GW829906X,Small molecule,C24H17F3N6,446.44,GW829906X
CHEMBL188247,GW832467X,Small molecule,C26H19F3N6O2,504.47,GW832467X
CHEMBL189459,GW833373X,Small molecule,C23H17FN6,396.43,GW833373X
CHEMBL182283,GW819230X,Small molecule,C17H15N3O2,293.33,GW819230X
CHEMBL1568,FLUDARABINE,Small molecule,C10H12FN5O4,285.24,"2-Fluoro-Ara-A, Fludarabine"
CHEMBL686,MEFENAMIC ACID,Small molecule,C15H15NO2,241.29,"CI-473, CN-35355, Mefenamic acid, Mefenamic Acid, INF-3355, Ponstan, Dysman-250, Mendys, Ponstan Fte, Ponstel, Meflam 500, Meflam 250, Contraflam, Opustan 250, Opustan 500, Mefenamic Acid, Dysman-500"
CHEMBL121626,TOLFENAMIC ACID,Small molecule,C14H12ClNO2,261.71,"Tolfenamic acid, Tolfenamic Acid, Clotam, Clotam Rapid"
CHEMBL585269,GNFPf4218,Small molecule,C18H20N2O2S,328.44,GNF-Pf-4218
CHEMBL578512,GNFPf67,Small molecule,C7H7N5O2,193.17,GNF-Pf-67
CHEMBL496153,ZINC 00210167,Small molecule,C17H12O5,296.28,ZINC 00210167
CHEMBL273103,NSC102042,Small molecule,C16H12O3,252.27,NSC-102042
CHEMBL1500913,TDR78826,Small molecule,C15H12N6O2S2,372.44,TDR78826
CHEMBL221190,DIPHYLLIN,Small molecule,C21H16O7,380.35,Diphyllin
CHEMBL1643,RIBAVIRIN,Small molecule,C8H12N4O5,244.21,"Ribavirin, Tribavirin, Ribapak, Ribasphere, Rebetol, Tribavirin, Ribofluranosyl Carboxamide, Ribavarin, Copegus, Virazole, Ribavirin, Virazid, Viramid"
CHEMBL1556,INOSINE,Small molecule,C10H12N4O5,268.23,"Inosine, INO-1001"
CHEMBL245019,MIZORIBINE,Small molecule,C9H13N3O6,259.22,Mizoribine
CHEMBL584860,GNFPf4668,Small molecule,C14H14N6O3,314.31,GNF-Pf-4668
CHEMBL600322,GNFPf3297,Small molecule,C18H18ClN2S+,329.88,"GNF-Pf-3297, GNF-Pf-2429"
CHEMBL602828,GNFPf3932,Small molecule,C20H23ClN3+,340.88,"GNF-Pf-3932, GNF-Pf-2906"
CHEMBL580155,GNFPf372,Small molecule,C20H20N2O2S2,384.53,GNF-Pf-372
CHEMBL1574420,N-(4-Nitrophenyl)Anthranilic Acid,Small molecule,C13H10N2O4,258.23,N-(4-Nitrophenyl)Anthranilic Acid
CHEMBL582717,GNFPf3224,Small molecule,C23H28N3O2+,378.5,GNF-Pf-3224
CHEMBL222660,5-METHOXYISATIN,Small molecule,C9H7NO3,177.16,5-Methoxyisatin
CHEMBL599947,GNFPf1027,Small molecule,C21H23ClN3O+,368.89,GNF-Pf-1027
CHEMBL1510164,TDR77593,Small molecule,C17H16FN3OS2,361.47,TDR77593
CHEMBL1078244,P-Hydroxyphenethyl Anisate,Small molecule,C16H16O4,272.3,P-Hydroxyphenethyl Anisate
CHEMBL459008,BUTYLPARABEN,Small molecule,C11H14O3,194.23,"Butyl P-Hydroxybenzoate, Butyl Parahydroxybenzoate, Butylparaben"
CHEMBL527677,TCMDC125573,Small molecule,C24H28N4O2,404.51,TCMDC-125573
CHEMBL587620,TCMDC125575,Small molecule,C25H30N4O3,434.54,"TCMDC-125575, GNF-Pf-2115"
CHEMBL601822,GNFPf1232,Small molecule,C17H12FN5S,337.38,GNF-Pf-1232
CHEMBL2094461,DNDI1417116,Small molecule,C9H8BrN5O,282.1,DNDI1417116
CHEMBL1596993,N-(4-Methoxyphenyl)Anthranilic Acid,Small molecule,C14H13NO3,243.26,2-(4-Methoxyphenylamino)Benzoic Acid
CHEMBL307893,"5,7,3',5'-Tetrahydroxyflavanone",Small molecule,C15H12O6,288.25,N/A
CHEMBL470249,4-Methylabyssinone V,Small molecule,C26H30O5,422.52,4-Methylabyssinone V
CHEMBL25554,WB4101,Small molecule,C19H23NO5,345.4,WB-4101
CHEMBL514057,GERONTOXANTHONE H,Small molecule,C23H24O5,380.44,Gerontoxanthone H
CHEMBL462721,GLABROL,Small molecule,C25H28O4,392.5,Glabrol
CHEMBL123978,3-Methoxybenzamide,Small molecule,C8H9NO2,151.17,3-Methoxy-Benzamide
CHEMBL1090,VIDARABINE,Small molecule,C10H13N5O4,267.25,"Arabinosyladenine, CI-673, Vidarabine, ARA-A, Vira-A"
CHEMBL267099,TUBERCIDIN,Small molecule,C11H14N4O4,266.26,Tubercidin
CHEMBL547656,TCMDC123852,Small molecule,C18H19N3OS2,357.5,TCMDC-123852
CHEMBL65892,AG014361,Small molecule,C19H20N4O,320.4,AG-014361
CHEMBL580076,TCMDC125813,Small molecule,C22H26N4O,362.48,"TCMDC-125813, GNF-Pf-2998"
CHEMBL582478,MMV000704,Small molecule,C24H28N4O3,420.51,"GNF-Pf-264, SJ000111745"
CHEMBL578285,GNFPf2166,Small molecule,C14H13BrNO+,291.17,GNF-Pf-2166
CHEMBL588001,TCMDC123522,Small molecule,C17H17Cl2N5O,378.26,TCMDC-123522
CHEMBL153505,3-Phenylumbelliferone,Small molecule,C15H10O3,238.24,3-Phenylumbelliferone
CHEMBL322535,2-Isobutylphenol,Small molecule,C10H14O,150.22,2-Isobutyl-Phenol
CHEMBL277836,4-((4-(Dimethylamino)Phenyl)Diazenyl)Benzenesulfonamide,Small molecule,C14H16N4O2S,304.38,4-(4'-Dimethylaminophenyl)Diazenylbenzenesulfonamide
CHEMBL136497,IRSOGLADINE,Small molecule,C9H7Cl2N5,256.1,"Irsogladine, Irsogladine Maleate"
CHEMBL1521495,BENTAZEPAM,Small molecule,C17H16N2OS,296.39,"CI-718, Bentazepam"
CHEMBL325372,METHYLPARABEN,Small molecule,C8H8O3,152.15,"Methyl P-Hydroxybenzoate, E218, Methylparaben, Methyl Parahydroxybenzoate"
CHEMBL752,ADENOSINE PHOSPHATE,Small molecule,C10H14N5O7P,347.22,"Adenosine phosphate, Adenosine Monophosphate, Adenosine Phosphate, A-5MP, Vitamin B8, My-B-Den, Adenyl"
CHEMBL194014,PROPYLPARABEN,Small molecule,C10H12O3,180.2,"Propyl Parahydroxybenzoate, E216, Propylparaben"
CHEMBL1171837,PONATINIB,Small molecule,C29H27F3N6O,532.57,"AP-24534, Ponatinib, Iclusig"
CHEMBL253969,OSI632,Small molecule,C20H24BrF2N5O3S,532.41,"CP-547632, OSI-632"
CHEMBL3318007,PIMODIVIR,Small molecule,C20H19F2N5O2,399.4,"VX -787, Pimodivir, JNJ63623872, JNJ872, JNJ - 63623872 - ZCD"
CHEMBL105712,PHENACYL CHLORIDE,Small molecule,C8H7ClO,154.6,1-Chloroacetophenone
CHEMBL3545157,TIDEGLUSIB,Small molecule,C19H14N2O2S,334.4,"Tideglusib, NP-031112, NP-12, Zentylor Nypta"
CHEMBL608419,1-(4-Chlorophenyl)Ethanone,Small molecule,C8H7ClO,154.6,1-(4-Chlorophenyl)Ethanone
CHEMBL274467,ACETOPHENONE,Small molecule,C8H8O,120.15,Acetophenone
CHEMBL510714,ETHYL BENZOATE,Small molecule,C9H10O2,150.18,Ethyl Benzoate
CHEMBL328441,2-THIOPHENENECARBOXALDEHYDE,Small molecule,C5H4OS,112.15,Thiophene-2-Carbaldehyde
CHEMBL1801622,4-(2-Bromoacetyl)Benzonitrile,Small molecule,C9H6BrNO,224.06,4-(2-Bromoacetyl)Benzonitrile
CHEMBL1801626,3-(2-Bromoacetyl)Benzonitrile,Small molecule,C9H6BrNO,224.06,3-(2-Bromoacetyl)Benzonitrile
CHEMBL1801627,"3-(2,2-Dibromoacetyl)Benzonitrile",Small molecule,C9H5Br2NO,302.95,"3-(2,2-Dibromoacetyl)Benzonitrile"
CHEMBL399493,MANZAMINE E,Small molecule,C36H44N4O2,564.77,Manzamine E
CHEMBL252672,6-Hydroxymanzamine A,Small molecule,C36H44N4O2,564.77,6-Hydroxymanzamine A
CHEMBL259389,QUINOXALINE1,Small molecule,C9H7N5,185.19,Quinoxaline1
CHEMBL432684,4-HYDROXYPHENYLMETHYLENE HYDANTOIN,Small molecule,C10H8N2O3,204.19,4-Hydroxyphenylmethylene Hydantoin
CHEMBL336961,AZAKENPAULLONE,Small molecule,C15H10BrN3O,328.17,Azakenpaullone
CHEMBL405759,TWS119,Small molecule,C18H14N4O2,318.34,TWS-119
CHEMBL1669585,EUTYPOID B,Small molecule,C17H14O4,282.3,Eutypoid B
CHEMBL1669586,EUTYPOID C,Small molecule,C17H14O5,298.29,Eutypoid C
CHEMBL1669587,EUTYPOID D,Small molecule,C17H14O5,298.29,Eutypoid D
CHEMBL1669588,EUTYPOID E,Small molecule,C17H14O6,314.29,Eutypoid E
CHEMBL2063002,LANGKOLIDE,Small molecule,C75H114O27,1447.71,Langkolide
CHEMBL3544964,RAVOXERTINIB,Small molecule,C21H18ClFN6O2,440.87,"Ravoxertinib, GDC-0994, RG-7842"
CHEMBL259551,FR180204,Small molecule,C18H13N7,327.35,FR-180204
CHEMBL99743,KN1022,Small molecule,C21H22N6O5,438.44,KN1022
CHEMBL507361,PD0325901,Small molecule,C16H14F3IN2O4,482.2,PD-0325901
CHEMBL1077979,(5Z)-7-Oxozeaenol,Small molecule,C19H22O7,362.38,5Z-7-Oxozeaenol
CHEMBL472566,ZOXAZOLAMINE,Small molecule,C7H5ClN2O,168.58,Zoxazolamine
CHEMBL274064,SB220025,Small molecule,C18H19FN6,338.39,SB-220025
CHEMBL487356,DNDI1417739,Small molecule,C20H15N5O3,373.37,DNDI1417739
CHEMBL99203,IODOTUBERCIDIN,Small molecule,C11H13IN4O4,392.15,5-Iodotubercidine
CHEMBL35482,PD98059,Small molecule,C16H13NO3,267.28,PD-98059
CHEMBL357047,ALDISIN,Small molecule,C8H8N2O2,164.16,Aldisin
CHEMBL440356,2-Bromoaldisin,Small molecule,C8H7BrN2O2,243.06,2-Bromoaldisin
CHEMBL262615,HIAZOLIDINEDIONE1,Small molecule,C14H16N2O3S,292.36,Hiazolidinedione1
CHEMBL2029988,CEP32496,Small molecule,C24H22F3N5O5,517.46,CEP-32496
CHEMBL270164,GW607117X,Small molecule,C24H18N4O2,394.43,GW607117X
CHEMBL597035,GNFPf3756,Small molecule,C15H13N5S2,327.44,GNF-Pf-3756
CHEMBL576353,GNFPf2844,Small molecule,C15H12N2O,236.27,GNF-Pf-2844
CHEMBL580819,MMV665883,Small molecule,C25H18N4O3,422.44,TCMDC-125185
CHEMBL75589,OMBUINE,Small molecule,C17H14O7,330.29,"4',7-Dimethylquercetin, Ombuine, Quercetin-7,4'-Dimethyl Ether"
CHEMBL465155,PATULETIN,Small molecule,C16H12O8,332.26,"Patuletin, 6-Methoxyquercetin"
CHEMBL462898,6-Methoxykaempferol,Small molecule,C16H12O7,316.27,6-Methoxykaempferol
CHEMBL379064,ISORHAMNETIN,Small molecule,C16H12O7,316.26,"Isorhamnetin, Isorhamnetine"
CHEMBL40919,KAEMPFERIDE,Small molecule,C16H12O6,300.27,NSC-407294
CHEMBL125743,GALLOCATECHIN,Small molecule,C15H14O7,306.27,"(+)-Gallocatechin, (2R,3S)-Gallocatechin"
CHEMBL90568,DIOSMETIN,Small molecule,C16H12O6,300.27,"Diosmetin, Diosmetine"
CHEMBL243664,ACACETIN,Small molecule,C16H12O5,284.27,NSC-76061
CHEMBL520866,ORIENTIN,Small molecule,C21H20O11,448.38,NSC-133101
CHEMBL508292,VELUTIN,Small molecule,C17H14O6,314.29,Velutin
CHEMBL487601,JACEOSIDINE,Small molecule,C17H14O7,330.29,"Jaceosidine, Jaceosidin"
CHEMBL1090090,VX702,Small molecule,C19H12F4N4O2,404.32,VX-702
CHEMBL1950289,TANZISERTIB,Small molecule,C21H23F3N6O2,448.45,"JNK-930, CC-930, Tanzisertib"
CHEMBL234838,GW572738X,Small molecule,C16H13FN2OS,300.36,GW572738X
CHEMBL397570,SB347804,Small molecule,C16H13FN2OS,300.36,SB-347804
CHEMBL233002,SB814597,Small molecule,C20H15FN2OS,350.42,SB-814597
CHEMBL1088752,LOSMAPIMOD,Small molecule,C22H26FN3O2,383.47,"GSKAHAB, Losmapimod, GW856553X, GW856553"
CHEMBL363648,TAK715,Small molecule,C24H21N3OS,399.52,TAK-715
CHEMBL303144,L790070,Small molecule,C29H30F3N5,505.59,L-790070
CHEMBL258202,BMS640994,Small molecule,C17H22N4O2S,346.46,BMS-640994
CHEMBL514201,TALMAPIMOD,Small molecule,C27H30ClFN4O3,513.01,"SCIO-469, Talmapimod"
CHEMBL1090173,SD0006,Small molecule,C20H20ClN5O2,397.87,SD-0006
CHEMBL1088751,PH797804,Small molecule,C22H19BrF2N2O3,477.31,"PH-797804, PHA-797804"
CHEMBL1938400,PF03715455,Small molecule,C35H34ClN7O3S2,700.29,PF-03715455
CHEMBL186526,ZM336372,Small molecule,C23H23N3O3,389.46,ZM-336372
CHEMBL2170294,AS1940477,Small molecule,C24H22FN5O2,431.47,AS1940477
CHEMBL585902,AMG548,Small molecule,C29H27N5O,461.57,AMG-548
CHEMBL195467,3-Benzyloxy-Pyridine,Small molecule,C12H11NO,185.23,3-(Benzyloxy)Pyridine
CHEMBL313417,SK&F-86002,Small molecule,C16H12FN3S,297.36,"SK-86002, SKF-86002-A2, SKF-86002A2"
CHEMBL96741,SB216995,Small molecule,C18H16FN3,293.35,SB-216995
CHEMBL590753,SB218655,Small molecule,C17H16FN5,309.35,SB-218655
CHEMBL194322,CP808844,Small molecule,C18H15FN4O,322.34,CP-808844
CHEMBL115769,RWJ68354,Small molecule,C19H15FN4O,334.35,RWJ-68354
CHEMBL203567,RO3201195,Small molecule,C19H18FN3O4,371.37,Ro-3201195
CHEMBL237606,SC806,Small molecule,C19H20ClN5,353.86,SC-806
CHEMBL269985,GW701032X,Small molecule,C25H23N3O3,413.48,GW701032X
CHEMBL402108,GW708893X,Small molecule,C24H20ClN3O2,417.9,GW708893X
CHEMBL257113,GW734508X,Small molecule,C20H19N3O2,333.39,GW734508X
CHEMBL279416,VK19911,Small molecule,C19H19FN4,322.39,VK-19911
CHEMBL350958,APIGENIN DIMETHYLETHER,Small molecule,C17H14O5,298.29,NSC-94547
CHEMBL214321,CHRYSOERIOL,Small molecule,C16H12O6,300.27,"Chrysoeril, Chrysoeriol"
CHEMBL78010,PECTOLINARIGENIN,Small molecule,C17H14O6,314.29,NSC-106403
CHEMBL399121,HESPERETIN,Small molecule,C16H14O6,302.28,NSC-57654
CHEMBL1256391,PIRFENIDONE,Small molecule,C12H11NO,185.23,"AMR-69, Pirfenidone, Esbriet"
CHEMBL226838,SB505124,Small molecule,C20H21N3O2,335.41,SB-505124
CHEMBL492634,IN1130,Small molecule,C25H20N6O,420.48,IN-1130
CHEMBL417804,SB251527,Small molecule,C25H24FN5O2,445.5,SB-251527
CHEMBL275666,SB253226,Small molecule,C25H21F4N5O,483.47,SB-253226
CHEMBL13972,SB242721,Small molecule,C25H21FN6O,440.48,SB-242721
CHEMBL418348,SB254169,Small molecule,C25H24FN5O3S,493.56,SB-254169
CHEMBL273611,SB250715,Small molecule,C25H22FN5O3,459.48,SB-250715
CHEMBL275200,SB278538,Small molecule,C28H30FN5O,471.58,SB-278538
CHEMBL274863,SB216385,Small molecule,C20H23FN6O,382.44,SB-216385
CHEMBL14014,SB251505,Small molecule,C24H21F2N5O,433.46,SB-251505
CHEMBL275724,SB242718,Small molecule,C25H23FN6O2,458.5,SB-242718
CHEMBL14112,SB210313,Small molecule,C21H23FN4O,366.44,SB-210313
CHEMBL13868,SB245392,Small molecule,C30H26FN5O2,507.57,SB-245392
CHEMBL269450,SB242717,Small molecule,C24H21F2N5O,433.46,SB-242717
CHEMBL275168,SB278539,Small molecule,C24H21ClFN5O,449.92,SB-278539
CHEMBL428877,SB242719,Small molecule,C26H26FN5O,443.53,SB-242719
CHEMBL275798,SB239272,Small molecule,C24H22FN5O,415.47,SB-239272
CHEMBL95502,SB221466,Small molecule,C22H27FN6,394.5,SB-221466
CHEMBL330422,SB226879,Small molecule,C21H25FN6O,396.47,SB-226879
CHEMBL318892,SB236687,Small molecule,C25H25FN6,428.52,SB-236687
CHEMBL95207,SB220455,Small molecule,C19H21FN6,352.42,SB-220455
CHEMBL1242950,AC42,Small molecule,C20H31NO,301.47,AC-42
CHEMBL111456,ML3163,Small molecule,C22H18FN3OS2,423.54,ML-3163
CHEMBL113419,ML3375,Small molecule,C15H12FN3S,285.35,ML-3375
CHEMBL261454,LY364947,Small molecule,C17H12N4,272.31,HTS-466284
CHEMBL416146,ETORICOXIB,Small molecule,C18H15ClN2O2S,358.85,"Etoricoxib, MK-0663, Arcoxia"
CHEMBL371720,SB227931,Small molecule,C24H20IN7O,549.38,SB-227931
CHEMBL477583,GW743024X,Small molecule,C23H22N2O3,374.44,GW743024X
CHEMBL476351,GW775608X,Small molecule,C28H30N4O3,470.57,GW775608X
CHEMBL477182,GW769076X,Small molecule,C28H30N4O2,454.57,GW769076X
CHEMBL479038,GW806776X,Small molecule,C21H22N2O2,334.42,GW806776X
CHEMBL516908,GW796920X,Small molecule,C23H26N2O2,362.47,GW796920X
CHEMBL476534,TCMDC138709,Small molecule,C23H26N2O2,362.47,TCMDC-138709
CHEMBL517666,GW796921X,Small molecule,C21H24N2O2,336.44,GW796921X
CHEMBL517507,GW782912X,Small molecule,C23H26N2O2,362.47,GW782912X
CHEMBL477979,GW785974X,Small molecule,C22H26N2O2,350.46,GW785974X
CHEMBL477978,GW782907X,Small molecule,C25H30N2O2,390.53,GW782907X
CHEMBL2364611,GALUNISERTIB,Small molecule,C22H19N5O,369.43,"LY-2157299, Galunisertib"
CHEMBL474804,BI87D11,Small molecule,C11H7N3O3S3,325.4,BI-87D11
CHEMBL493539,BI87G3,Small molecule,C10H5N3O2S3,295.37,BI-87G3
CHEMBL237347,GW559768X,Small molecule,C17H16N2O3S,328.39,GW559768X
CHEMBL327127,PD166326,Small molecule,C21H16Cl2N4O2,427.29,"PD-166326, PD-0166326"
CHEMBL574059,PD0173956,Small molecule,C20H13Cl2FN4O,415.26,PD-0173956
CHEMBL1088750,ARRY797,Small molecule,C22H26F2N4O2,416.47,"ARRY-371797, ARRY-797"
CHEMBL1095447,SC25028,Small molecule,C19H16BrNO2,370.25,SC-25028
CHEMBL1078665,PHA745052,Small molecule,C23H23BrF2N2O2,477.35,PHA-745052
CHEMBL1230065,BMS582949,Small molecule,C22H26N6O2,406.49,"BMS-582949, PS-540446"
CHEMBL485460,4'-O-Methylepigallocatechin,Small molecule,C16H16O7,320.3,Ouratea-Catechin
CHEMBL1785002,SB264865,Small molecule,C26H25FN6O2,472.52,SB-264865
CHEMBL1785003,SB264866,Small molecule,C27H27FN6O2,486.55,SB-264866
CHEMBL1785004,SB253228,Small molecule,C24H20F3N5O,451.45,SB-253228
CHEMBL1650061,2-Anilinopyrimidine,Small molecule,C10H9N3,171.2,2-Anilinopyrimidine
CHEMBL202887,GW788388,Small molecule,C25H23N5O2,425.49,GW788388
CHEMBL111364,ML3403,Small molecule,C23H21FN4S,404.51,ML-3403
CHEMBL495902,GW820759X,Small molecule,C18H17N3O,291.35,GW820759X
CHEMBL190333,RWJ67657,Small molecule,C27H24FN3O,425.51,RWJ-67657
CHEMBL388582,Dihydro-Quinolinone,Small molecule,C9H9NO,147.18,Dihydro-Quinolinone
CHEMBL2031465,AZD6703,Small molecule,C24H27N5O2,417.51,"AZD-6703, AZ-12012199"
CHEMBL2152944,Skepinone-L,Small molecule,C24H21F2NO4,425.43,Skepinone-L
CHEMBL1956070,Ro0505124,Small molecule,C23H25N5O3S,451.55,Ro-0505124
CHEMBL1956069,Ro0506220,Small molecule,C24H29N5O2S,451.6,Ro-0506220
CHEMBL508280,BI78D3,Small molecule,C13H9N5O5S2,379.38,BI-78D3
CHEMBL505915,GSK1751853A,Small molecule,C31H36FN9O3,601.69,GSK1751853A
CHEMBL517171,GSK1713088A,Small molecule,C28H31ClFN7O3,568.05,GSK1713088A
CHEMBL511765,GSK2213727A,Small molecule,C25H27FN8O3,506.54,GSK2213727A
CHEMBL467581,GSK2219385A,Small molecule,C26H29FN8O3,520.57,GSK2219385A
CHEMBL599110,BI90H8,Small molecule,C13H11N5O3S3,381.46,BI-90H8
CHEMBL601476,BI90H5,Small molecule,C10H11N5O3S3,345.43,BI-90H5
CHEMBL599519,BI90G12,Small molecule,C7H7N5O2S3,289.37,BI-90G12
CHEMBL102301,KN734,Small molecule,C23H25N5O4S,467.55,KN734
CHEMBL1980140,(+)-zuonin A,Small molecule,C20H20O5,340.38,(+)-zuonin A
CHEMBL1189513,FURALTADONE,Small molecule,C13H16N4O6,324.29,"Furaltadone, Nitrofurmethone"
CHEMBL407206,MiniANP,Protein,C75H117N27O19S4,1829.2,Mintanp
CHEMBL2104386,CARPERITIDE,Protein,C127H203N45O39S3,3080.5,"SUN-4936, Carperitide"
CHEMBL428843,S-Fggridrigaqsglg-Nsfry,Protein,C98H152N32O30,2258.49,S-Fggridrigaqsglg-Nsfry
CHEMBL266828,DRIGAQSGLGCNSFRY,Protein,C73H114N24O24S,1743.93,Drigaqsglgcnsfry
CHEMBL464238,PF04622664,Small molecule,C18H18F3IN2O5,526.25,PF-04622664
CHEMBL1614766,RO4987655,Small molecule,C20H19F3IN3O5,565.29,"CH-4987655, Ro-4987655"
CHEMBL244488,PD0316684,Small molecule,C15H12F3IN2O3,452.17,PD-0316684
CHEMBL2107832,PIMASERTIB,Small molecule,C15H15FIN3O3,431.21,"MSC-1936369B, Pimasertib, EMD 1036239 , AS-703026, MSC1936369A,  AS703026,  EMD 1036239"
CHEMBL1615025,TAK733,Small molecule,C17H15F2IN4O4,504.23,TAK-733
CHEMBL401930,BMS536924,Small molecule,C25H26ClN5O3,479.97,BMS-536924
CHEMBL2146883,COBIMETINIB,Small molecule,C21H21F3IN3O2,531.32,"RG-7420, Cobimetinib, RG-7421, GDC-0973, XL-518, Cotellic"
CHEMBL435734,ARCTIGENIN,Small molecule,C21H24O6,372.42,"Arctigenin, (-)-Arctigenin"
CHEMBL189584,PD173074,Small molecule,C28H41N7O3,523.68,PD-173074
CHEMBL449216,HTS9026,Small molecule,C9H8N4O,188.19,HTS-9026
CHEMBL172439,SLAZINIC ACID,Small molecule,C18H12O10,388.28,NSC-87509
CHEMBL176570,PSOROMIC ACID,Small molecule,C18H14O8,358.3,NSC-92186
CHEMBL171637,PHYSODIC ACID,Small molecule,C26H30O8,470.52,NSC-685589
CHEMBL460989,CEP5104,Small molecule,C25H22N2O3,398.46,CEP-5104
CHEMBL460990,CEP6331,Small molecule,C27H26N2O3,426.52,CEP-6331
CHEMBL290352,CEP1347,Small molecule,C33H33N3O5S2,615.78,"KT-1575, CEP-1347"
CHEMBL1230609,FORETINIB,Small molecule,C34H34F2N4O6,632.66,"GSK1363089, GSK-1363089, GSK1363089G, GSK089, XL-880, Foretinib, EXEL-2880"
CHEMBL1210769,"Isoquinoline-1,3(2H,4H)-dione",Small molecule,C9H7NO2,161.16,"Isoquinoline-1,3(2H,4H)-dione"
CHEMBL295316,PLUMBAGIN,Small molecule,C11H8O3,188.18,plumbagin
CHEMBL3916717,SELONSERTIB,Small molecule,C24H24FN7O,445.5,"Selonsertib, GS-4997"
CHEMBL1099228,ZEAENOL,Small molecule,C19H24O7,364.39,Zeaenol
CHEMBL1801950,(5E)-7-Oxozeaenol,Small molecule,C19H22O7,362.38,(5E)-7-Oxozeaenol
CHEMBL471474,HYPOTHEMYCIN,Small molecule,C19H22O8,378.38,Hypothemycin
CHEMBL14830,ADENOSINE DIPHOSPHATE,Small molecule,C10H15N5O10P2,427.2,ADP
CHEMBL1922094,APITOLISIB,Small molecule,C23H30N8O3S,498.61,"Apitolisib, GDC-0980, GDC-0980.1, G-038390.1, G-038390, RG-7422"
CHEMBL175266,NSC66209,Small molecule,C14H10O5,258.23,NSC-66209
CHEMBL532160,TCMDC125587,Small molecule,C26H26ClN3O3S,496.03,TCMDC-125587
CHEMBL589694,SJ000119988,Small molecule,C31H33ClN4O2S,561.15,SJ000119988
CHEMBL536375,TCMDC124032,Small molecule,C27H29N5O2S,487.63,TCMDC-124032
CHEMBL19954,NSC69187,Small molecule,C18H16N2O,276.34,NSC-69187
CHEMBL581251,GNFPf1731,Small molecule,C29H25N2S2+,465.67,GNF-Pf-1731
CHEMBL599943,GNFPf3343,Small molecule,C21H27ClN4OS,418.99,GNF-Pf-3343
CHEMBL596633,GNFPf4029,Small molecule,C21H27ClN4OS,418.99,GNF-Pf-4029
CHEMBL579082,GNFPf2521,Small molecule,C20H24N4O2,352.44,GNF-Pf-2521
CHEMBL528791,TCMDC125142,Small molecule,C26H38N2O4,442.6,TCMDC-125142
CHEMBL790,CHLORHEXIDINE,Small molecule,C22H30Cl2N10,505.46,"Avagard, Hibistat, Chlorhexidine, Exidine"
CHEMBL3128043,PF03758309,Small molecule,C25H30N8OS,490.64,PF-03758309
CHEMBL469,KETOROLAC,Small molecule,C15H13NO3,255.27,Ketorolac
CHEMBL1078178,MOMELOTINIB,Small molecule,C23H22N6O2,414.47,"CYT-387, GS-0387, Momelotinib, CYT-11387"
CHEMBL1229517,VEMURAFENIB,Small molecule,C23H18ClF2N3O3S,489.93,"PLX-4032, Vemurafenib, Ro-5185426, RG-7204, Zelboraf"
CHEMBL2028663,DABRAFENIB,Small molecule,C23H20F3N5O2S2,519.57,"GSK2118436A, Dabrafenib, Tafinlar"
CHEMBL373011,L779450,Small molecule,C20H14ClN3O,347.81,L-779450
CHEMBL3301612,ENCORAFENIB,Small molecule,C22H27ClFN7O4S,540.02,"NVP-LGX818-NXA, NVP-LGX818, Encorafenib, LGX-818"
CHEMBL525191,GDC0879,Small molecule,C19H18N4O2,334.38,GDC-0879
CHEMBL1946170,REGORAFENIB,Small molecule,C21H15ClF4N4O3,482.82,"BAY-734506 monohydrate, BAY-73-4506, Regorafenib, Stivarga"
CHEMBL523411,GSK2118436,Small molecule,C26H21F3N6O,490.49,GSK-2118436
CHEMBL505187,GSK718429A,Small molecule,C32H28N6O2,528.62,GSK718429A
CHEMBL581146,TCMDC125324,Small molecule,C19H14ClN3O2,351.79,TCMDC-125324
CHEMBL585972,GNFPf1078,Small molecule,C16H10N4O3S3,402.48,GNF-Pf-1078
CHEMBL12610,BENZYDAMINE,Small molecule,C19H23N3O,309.41,Benzydamine
CHEMBL212948,DAMNACANTHAL,Small molecule,C16H10O5,282.25,Damnacanthal
CHEMBL575039,GNFPf2787,Small molecule,C11H13N3S2,251.38,GNF-Pf-2787
CHEMBL2204495,GSK2578215A,Small molecule,C24H18FN3O2,399.43,GSK2578215A
CHEMBL3264002,Ro5126766,Small molecule,C21H18FN5O5S,471.47,"RG-7304, CKI-27"
CHEMBL176857,GW442130X,Small molecule,C21H14Br2N2O3,502.16,GW442130X
CHEMBL175321,GR105659X,Small molecule,C17H13NO2,263.3,GR-105659X
CHEMBL218088,GW435821X,Small molecule,C16H16N2O2,268.32,GW435821X
